Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
iOS: Grammar Correction on Change Passcode Error Message for Invalid Old Passcode,ZYG-85,10084,Bug,Peer Review,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Raymond Aderinto,5f6e4e4ded55c7006af8793c,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,29/Jun/24 12:04 AM,09/Jul/24 3:34 PM,05/Jul/24 10:27 AM,,,0,,"When a user tries to change their passcode, inputting the wrong old passcode throws an error message but the error message says password instead of passcode

h3. STEPS

# Login to your account
# Click on More on the bottom nav bar
# Click on Security
# Click on Change Passcode
# Input a wrong Old Passcode, input your New passcode, and submit

h3. EXPECTED RESULT 

The error message should be passcode and not password

h3. ACTUAL RESULT

The error message says password instead of passcode",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzzi,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,05/Jul/24 10:45 AM
iOS: The CTA button heights on some screens need to be increased.,ZYG-84,10083,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:58 PM,17/Jul/24 9:18 PM,05/Jul/24 10:27 AM,,,0,,"The button height of some screens only takes the height of the text on it and there is no extra padding top and bottom to increase the height of the button for easier finger-tapping

h3. STEPS



h3. EXPECTED RESULT 

h3. ACTUAL RESULT",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,28/Jun/24 11:59 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Button height example.jpeg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10043,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzz,,,Bug Sprint,,,,,,,,,2024-07-17 20:17:22.928,,17/Jul/24 9:17 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Looks good on iPhone 8.,17/Jul/24 9:17 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:62b2b7970c77011bdfdcd453] Kindly retest on your device.,,,,,,,,,,,,In Progress,10/Jul/24 4:07 PM
iOS: Incorrect Navigation for App Rating on iOS Devices,ZYG-83,10082,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:53 PM,17/Jul/24 9:19 PM,30/Aug/24 9:02 PM,,,0,,"When a user clicks on rate this app on an iOS device, it navigates the user to the Play Store Web instead of the App Store app

h3. STEPS

# Login to your account
# Click on more on the bottom nav bar
# Click on Settings
# Click on Rate this App

h3. EXPECTED RESULT 

Clicking the “Rate this app“ button should navigate the user to their respective store on their device

h3. ACTUAL RESULT

Clicking the button navigates the user to Play Store on an iOS device",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzy,,,Bug Sprint,,,,,,,,,2024-07-17 20:19:13.401,,17/Jul/24 9:19 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,,,,In Progress,10/Jul/24 4:07 PM
"iOS: Invite Friends says ""Coming Soon""",ZYG-82,10081,Bug,Ready for QA,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:49 PM,29/Jul/24 9:00 AM,30/Aug/24 9:02 PM,,,0,,"Invite friends should navigate or show proper information for users to invite their friends instead of showing the Coming Soon card

h3. STEPS

# Login to your account
# Click on More in the bottom nav bar
# Click on Invite Friends

h3. EXPECTED RESULT 

Clicking on the Invite Friends button should navigate or display a proper information for users to invite their friends

h3. ACTUAL RESULT

Clicking on the Invite Friends button shows a Coming Soon card",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzx,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,29/Jul/24 9:00 AM
iOS: Duplicate Keypads When Setting an Amount to Send,ZYG-81,10080,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:46 PM,10/Jul/24 8:19 AM,30/Aug/24 9:02 PM,,,0,,"When a user wants to send money either to a zyggy tag or locally when the user wants to set an amount to send, tapping on the amount field activates the device keypad when there is already an on-screen keypad

h3. STEPS

# Login to your account
# Click on Send money and choose either “Send money to a zyggy tag” or “Send money locally”
# Click on the amount field

h3. EXPECTED RESULT 

Clicking on the amount field should not activate the device keypad because there is already an on-screen keypad

h3. ACTUAL RESULT

Clicking on the amount field activates the device keypad",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:9,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,05/Jul/24 10:45 AM
iOS: Account Setup Completion Percentage Inaccurate and Screen Reappears,ZYG-80,10079,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:41 PM,17/Jul/24 9:27 PM,30/Aug/24 9:02 PM,,,0,,"After completing the whole cards on the complete account setup screen, the completing percentage is still showing 80% instead of 100%

h3. STEPS

# Create an account
# Input email and password
# Follow on-screen instructions
# Create a passcode
# On the complete account setup screen, complete all the tasks

h3. EXPECTED RESULT 

After completing all the tasks, the completion percentage should be 100% and should not come up again when the user re-opens the app

h3. ACTUAL RESULT

After completing all the tasks, the completion percentage is 80% and keeps coming when the user re-opens the app",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,28/Jun/24 11:41 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Account setup inaccurate completion percentage.jpeg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10042,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzr,,,Bug Sprint,,,,,,,,,2024-07-17 20:27:33.871,,17/Jul/24 9:27 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Percentage issue is fixed. Account setup screen reappearing will be created in a new improvement ticket for the next sprint.,,,,,,,,,,,,,In Progress,10/Jul/24 3:58 PM
iOS: Missing Login Error Message for Invalid Passcode,ZYG-79,10078,Bug,Ready for QA,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:35 PM,29/Jul/24 9:00 AM,30/Aug/24 9:02 PM,,,0,,"When a user inputs an invalid passcode when trying to login to their account, there is no error message

h3. STEPS

# Create an account
# Make sure your account is logged in
# On the screen where to input the passcode when you open the app, input an invalid passcode

h3. EXPECTED RESULT 

Inputting an invalid passcode should throw an error message

h3. ACTUAL RESULT

Inputting an invalid error message does not throw any error message",,Adeniyi John,ayokodipo,David Yamah,folaranmiaderinto,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,17/Jul/24 9:35 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID-20240717-WA0017.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10101,17/Jul/24 9:38 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240717_213546.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10102,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzi,,,Bug Sprint,,,,,,,,,2024-07-05 09:43:44.599,,05/Jul/24 10:43 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;please drop a video,"17/Jul/24 9:35 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] Here's the current behaviour on latest iOS build.

!VID-20240717-WA0017.mp4|width=368,height=656,alt=""VID-20240717-WA0017.mp4""!","17/Jul/24 9:38 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;

!VID_20240717_213546.mp4|width=73.43173431734317%,alt=""VID_20240717_213546.mp4""!

On Android.",17/Jul/24 9:39 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] moving this back as implementation is causing an unusual behaviour.,,,,,,,,,,In Progress,29/Jul/24 9:00 AM
iOS: Improve Grammar and UI Design for Address Verification Notifications,ZYG-78,10077,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:28 PM,11/Jul/24 4:48 PM,30/Aug/24 9:02 PM,,,0,,"Address Verification Push Notification Grammar and Email Notification UI Design and Grammar

h3. STEPS

# Create an account
# Input email and password
# Follow on-screen instructions
# Create a passcode
# On the complete account setup, click on Address Verification
# Fill out the Address verification form and submit
# Check out for Push and Email notifications

h3. EXPECTED RESULT 

The grammar on the push & email notifications should be changed and the UI design on the email notification should be changed as well

h3. ACTUAL RESULT",,Adeniyi John,David Yamah,folaranmiaderinto,Michael David,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,,,,,,,,,,,,,,,,28/Jun/24 11:30 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Address Verification Grammar.jpeg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10041,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:d,,,Bug Sprint,,,,,,,,,2024-07-05 09:43:13.026,,05/Jul/24 10:43 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;this is backend,11/Jul/24 1:52 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ,11/Jul/24 2:03 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] Change comms to “Address verification is in progress”,"11/Jul/24 2:48 PM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;Done.

Awaiting PR and deployment cc. [~accountid:6371350a5fce844d60662eb2] ",11/Jul/24 4:35 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:62b2b7970c77011bdfdcd453] please confirm its done ,,,,,,,,,In Progress,11/Jul/24 2:45 PM
iOS: Persistent Error Message for Weak Transaction PIN,ZYG-76,10075,Bug,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Raymond Aderinto,5f6e4e4ded55c7006af8793c,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:21 PM,10/Jul/24 3:58 PM,30/Aug/24 9:02 PM,,,0,,"The error message when a user inputs a weak transaction pin does not clear off from the screen after clearing the inputted pin

h3. STEPS

# Create an account
# Follow on-screen instructions
# Create a passcode
# On the complete account setup screen, click on the transaction pin
# Input “123456“ as the transaction PIN
# After showing the error message, clear off the PIN

h3. EXPECTED RESULT 

Clearing off the PIN should clear off the error message on the screen

h3. ACTUAL RESULT

Clearing off the PIN does not clear off the error message on the screen",,Adeniyi John,David Yamah,folaranmiaderinto,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,28/Jun/24 11:30 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Transaction PIN error message.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10040,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzy,,,Bug Sprint,,,,,,,,,2024-07-05 09:42:53.062,,05/Jul/24 10:42 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;the check is done when you press the proceed button,,,,,,,,,,,,,To Do,28/Jun/24 11:21 PM
iOS: Correct Error Message for Invalid OTP During Email Verification,ZYG-75,10074,Bug,Testing in progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:14 PM,25/Jul/24 12:07 PM,25/Jul/24 12:07 PM,,,0,,"The error message for Inputting a wrong OTP for Email verification should not be ""email not verified"", the message should be about the incorrect OTP entered

h3. STEPS

# Create an account
# Follow on-screen instructions
# Create a passcode
# Make sure, you are on the complete account setup screen
# Click on the Email verification card
# Input an Invalid OTP code

h3. EXPECTED RESULT 

When a user inputs an invalid OTP, it should throw an error message that the inputted OTP code is wrong

h3. ACTUAL RESULT

When a user inputs an invalid OTP, it throws an error message that the email is not verified",,Adeniyi John,David Yamah,folaranmiaderinto,Michael David,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,,,,,,,,,,,,,,,,29/Jun/24 12:05 AM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Email Verification error message.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10044,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzx,,,Bug Sprint,,,,,,,,,2024-07-11 12:52:20.644,,11/Jul/24 1:52 PM;712020:af655a80-53c3-4600-8121-2d72f4132621;message is coming from backend [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:62b2b7970c77011bdfdcd453] ,11/Jul/24 2:03 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] please change  to “Invalid OTP”,11/Jul/24 3:13 PM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;Done. Pr Has been created ,,,,,,,,,,,In Progress,11/Jul/24 3:13 PM
iOS: Improve Date of Birth Calendar UI,ZYG-74,10073,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,28/Jun/24 11:09 PM,25/Jul/24 11:59 AM,25/Jul/24 11:59 AM,,,0,,"The UI for the Date of Birth Calendar UI should be Improved

h3. STEPS

# Create an account
# Input Email and Password
# Verify the Email
# Input Phone number
# On the screen to Input First name and Last name, click on the Date of Birth field

h3. EXPECTED RESULT 

The UI should be visually appealing

h3. ACTUAL RESULT

The UI seems like it has a grey color all over it",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,28/Jun/24 11:00 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;DOB UI.jpeg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10039,,,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzv,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,In Progress,10/Jul/24 3:56 PM
Account number is not displayed for users. ,ZYG-73,10072,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,28/Jun/24 3:25 PM,09/Jul/24 3:34 PM,30/Aug/24 9:02 PM,,,0,Critical,"h3. Description



!VID_20240628_150512.mp4|width=1080,height=1920,alt=""VID_20240628_150512.mp4""!



h3. STEPS



h3. EXPECTED RESULT 

h3. ACTUAL RESULT",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,ZYG-46,,,,08/Jul/24 9:18 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240708_091612_676.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10073,28/Jun/24 3:25 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240628_150512.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10038,,,,,,,,,,,,,,Impediment,,,,,,,,0|i000m6:zzzr,,,Bug Sprint,,,,,,,,,2024-07-08 08:15:15.85,,08/Jul/24 9:15 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] please can you confirm this still persists ?,"08/Jul/24 9:18 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] account number is visible. Problem no longer persists.

!IMG_20240708_091612_676.jpg|width=3456,height=3456,alt=""IMG_20240708_091612_676.jpg""!",,,,,,,,,,,,In Progress,08/Jul/24 9:15 AM
"Remove ""Resend OTP"" on Email verification screen.",ZYG-72,10071,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,27/Jun/24 1:37 PM,09/Jul/24 3:34 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

Since the timer is not counting down and email verification is likely in the user’s inbox, I suggest the correct implementation here would be “resend verification email”. How long we should enable this button for is up for discussion.

h3. STEPS



h3. EXPECTED RESULT 

h3. ACTUAL RESULT





!IMG_20240627_133043.jpg|width=3000,height=4000,alt=""IMG_20240627_133043.jpg""!",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,27/Jun/24 1:37 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240627_133043.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10035,28/Jun/24 3:21 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240628_150231_993.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10037,07/Jul/24 1:28 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240707_130141.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10067,28/Jun/24 3:21 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;Screen_Recording_20240628_150211.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10036,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzi,,,Bug Sprint,,,,,,,,,2024-06-29 08:12:53.567,,"28/Jun/24 3:21 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;!Screen_Recording_20240628_150211.mp4|width=1080,height=2400,alt=""Screen_Recording_20240628_150211.mp4""!

Verification code for email verification expires in 15 mins. Code was resent within 5 mins. Also, countdown timer allows user resend code in 60s. This is a conflict, kindly resolve. 

!IMG_20240628_150231_993.jpg|width=3456,height=3456,alt=""IMG_20240628_150231_993.jpg""!",29/Jun/24 9:12 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] please take a look at this ,"07/Jul/24 1:27 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.

!IMG_20240707_130141.jpg|width=3000,height=4000,alt=""IMG_20240707_130141.jpg""!",,,,,,,,,,,In Progress,29/Jun/24 9:12 AM
Error messages are cut short on Password Screen.,ZYG-71,10070,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,27/Jun/24 1:29 PM,11/Jul/24 5:45 PM,30/Aug/24 9:02 PM,,,0,,"h3. Description

h3. STEPS



h3. EXPECTED RESULT 

Error messages should be displayed fully on small and large screens.

h3. ACTUAL RESULT



!IMG_20240627_132519.jpg|width=3000,height=4000,alt=""IMG_20240627_132519.jpg""!



!IMG_20240627_132404.jpg|width=3000,height=4000,alt=""IMG_20240627_132404.jpg""!",,ayokodipo,David Yamah,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,07/Jul/24 2:10 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;1720357714789.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10069,27/Jun/24 1:29 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240627_132404.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10034,27/Jun/24 1:29 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240627_132519.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10033,,,,,,,,,,,,,,,,,,,,,0|i000m6:zzz,,,Bug Sprint,,,,,,,,,,,"07/Jul/24 2:10 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Ticket not yet resolved.

!1720357714789.jpg|width=3000,height=4000,alt=""1720357714789.jpg""!",11/Jul/24 5:44 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,,,,,,,,,,,,In Progress,10/Jul/24 3:56 PM
